941C sVarName
794518 fAirRunningVelocityX
7945B8 fAirWalkingVelocityX
795044 sInitAction
795154 eNextPolicy
7951EC fMinDelayTime
795288 fMaxDelayTime
79532C eLayerInFrustumToLaunchInRandomDelayPolicy
797814 key
7979C0 element
797DF8 key
797FA4 element
798698 v3SpawnPointCollisionSizeInc
798774 eDefaultCollisionMaterial
798834 bShouldIgnoreSlopeSupport
7988D4 bForceSlopeDirectionOnFloorHit
798974 mExplicitCollisionMaterials
79B9A0 vCubePos
79BB74 fAttMin
79BDEC fAttMax
79C068 vBoxBounds
79C2E0 fIntensity
79C4B4 bEnableCulling
79C68C sTexturePathSpecular
79C864 sTexturePathDiffuse
79F840 key
79F9F8 element
79FE30 key
79FFE8 element
7A06D8 sId
7A08C0 lnkActor
7A0AC8 bStartingVisibleState
7A0B88 bReceiveLogicUpdate
7A0C2C vctVisibilityPerTake
7A14B4 sCutsceneName
7A1554 bDisableScenarioEntitiesOnPlay
7A16E8 vOriginalPos
7A1938 vctCutscenesOffsets
7A19D8 vctExtraInvolvedSubareas
7A1A48 vctExtraInvolvedActors
7A1BA8 vctOnBeforeCutsceneStartsLA
7A1C18 vctOnAfterCutsceneEndsLA
7A1C88 bHasSamusAsExtraActor
7ADF50 vObjsToEnable
7ADFF8 vObjsToDisable
7B3588 fLockedTime
7B57F4 fDelayCloseTime
7B58A0 fDelayOpenTime
7B7A78 fMaxTimeAlive
7B7E00 fSpawnSpeedFactor
7B7ED8 fMaxSpawnVelocity
7B99D0 fAmount
7BA1D4 sItemMax
7BA410 sItemCurrent
7BB2A4 sItemMax
7BB4E0 sItemCurrent
7BC200 fAmount
7BC7B4 bDropOnDeath
7BC85C bDropItemOnDeath
7BC8F8 bDropItemOnDeathByMelee
7BC99C bRestrictFloorSectors
7BCA38 vDropOffset
7BCAE0 bCanDropXParasite
7BCB7C fXCellDropInitialSpeed
7BCC1C fXCellDropEndSpeed
7BCCB8 fXCellDropTime
7BCD60 fXCellDropRotationAngSpeed
7BCDFC sXParasiteTypeMask
7BCEE8 oDropProbabilities
7BCF58 oMeleeChargeShotDropProbabilities
7BCFC8 bSkipUsefulItemsRule
7BE9D4 fTimeToFade
7BEA80 bUseCrazyWeaponBoostConfiguration
7BEB1C bForceNoDrop
7BEBC0 bForceXParasiteDrop
7BECD8 bForceXParasiteSelfSpawnLoop
7BEDF0 bIgnoreXParasiteDrop
7BEF00 fLowHealthRuleMaxLife
7BEFD0 fCriticalHealthRuleMaxLife
7BF0A0 bSkipCriticalHealthRuleTakingCurrentDropsIntoAccount
7BF16C bApplyLowHealthRuleCountingPreviousDrops
7BF238 fXParasiteOrangeReductionOnFullPowerBombAmmo
7BF308 fXParasiteOrangeRelativeProbabilityOnOtherResourcesFull
7C48B8 iMinNumOfDroppedItems
7C4960 iMaxNumOfDroppedItems
7C4A00 iMaxItemTypeMin
7C4AD0 iMaxItemTypeMax
7C4B90 fNothingProbability
7C4C30 fLifeProbability
7C4CCC fLifeBigProbability
7C4D6C fMissileProbability
7C4E08 fMissileBigProbability
7C4EA8 fPowerBombProbability
7C4F44 fPowerBombBigProbability
7C4FE4 fXParasiteYellowTypeProbability
7C5088 fXParasiteGreenTypeProbability
7C5128 fXParasiteRedTypeProbability
7C51C4 fXParasiteOrangeTypeProbability
7C5264 fXParasiteMiniNothingProbability
7C5300 fXParasiteMiniYellowTypeProbability
7C53A0 fXParasiteMiniGreenTypeProbability
7C543C fMinDistance
7C54E0 fMaxDistance
7C5580 fMaxZDisp
7C5624 sNodeToDrop
7C56C8 vNodeOffset
7C576C vRawOffset
7C5810 eDirToDrop
7C58AC eType
7C5940 bStrictDir
7C59E0 bForceAttract
7C5A7C bAutomaticGrab
7C5B20 iXCellsToDrop
7C5BBC iNumOfItemsToDropWithXCells
7C6BC4 bCanBeAbsorbed
7C6C6C fBehaviorProbability
7C6D0C fOverrideGreenTypeProbability
7C6DB0 fOverrideYellowTypeProbability
7C6E4C fOverrideOrangeTypeProbability
7C6EEC fOverrideRedTypeProbability
7C75C0 key
7C776C element
7C7BA4 key
7C7D50 element
7CA988 tSpawnPoints
7CB0B4 wpFromSpawnPoint
7CB160 tToSpawnPoints
7CBC6C wpStayPosLandmark
7CC9F4 vectBehaviors
7CE8A4 bShouldUpdateAreaOnStart
7CE94C bShouldCoverPlatformsCompletely
7CE9E8 fMinValidYNormal
7CEA8C fClockwiseDistance
7CEB28 fCounterClockwiseDistance
7CEBC8 fTriggerHeight
7CEC94 fTriggerDownwardHeight
7CED60 fFXHeight
7CEE28 fHeightTolerance
7CF2DC bShouldUpdateAreaOnStart
7D1944 sOnWeakSpotAimed
7D19FC sOnWeakSpotNotAimed
7D2444 sOnWeakSpotAimedWithMask
7D24FC sOnWeakSpotAimedWithoutMask
7D25A8 sOnWeakSpotNotAimedWithMask
7D2658 sOnWeakSpotNotAimedWithoutMask
7D3204 eExplosionType
7D4DAC wpCentralUnit
7D5A08 fRumbleMinGain
7D5AE0 fRumbleMaxGain
7D5BAC sRumbleEasingFunction
7D5CDC fEscapeSequenceMaxTime
7D5DAC fCameraShakeMinShakeDist
7D5E74 fCameraShakeMaxShakeDist
7D5F44 sShakeEasingFunction
7D606C fPercentActivationAmbientFXSoft
7D613C fPercentActivationAmbientFXMedium
7D6204 fPercentActivationAmbientFXHard
7D62D4 iTimeToBlinkEvery10s
7D63A0 iTimeToBlinkEvery5s
7D6470 iTimeToBlinkEverysecond
7D653C fMinInterPulseTime
7D660C fMaxInterPulseTime
7D66D8 sInterPulseTimeEasingFunction
7D6800 fMinPulseSpeed
7D68D0 fMaxPulseSpeed
7D6998 sPulseSpeedEasingFunction
7D6AC0 fMinBaseColor
7D6B94 fMaxBaseColor
7D6C64 sBaseColorEasingFunction
7D6D8C fMinEmberFlyingPercentage
7D6E58 fMaxEmberFlyingPercentage
7D6F24 sEmberFyingEasingFunction
7D7B58 vEntitiesToPowerOff
7DE33C vEventActors
7DE3B4 sIdleAction
7DE424 sReactionAction
7DE494 sFinishedAction
7DE504 sRecoveryAction
7DE574 bPersistent
7DE5E4 bDisableOnXParasite
7DE654 bDisableOnCoolDown
7DE6C4 bReactOnFireOnly
7DE734 bReactOnEnemies
7DE7A8 bReactToSamus
7DE848 bIgnoreSamusWithOC
7DE8E8 bReactToSamusFiring
7DE988 bReactToFireImpact
7DEA28 fTimeForRecoveryOnStay
7DEACC fTimeForRecoveryOnExit
7DEB68 fInitRelaxFrame
7E51E8 wpActivableEntity
7E5290 wpPartnerFootStepPlatformEntity
7E5328 sCallbackOnOpened
7E542C sCallbackOnClosed
7E70E0 bForcedAreaOnce
7E718C eForcedDirection
7EB9B8 fTotalFreezeTime
7EBA90 fThawingTime
7EBB5C sTimelineIdOnFrozen
7EBC30 sTimelineIdOnThawing
7EBD00 sTimelineIdOnUnfreeze
7EBDD4 sActionFreezeInit
7EBF04 sActionFreezeEnd
7EC02C sActionFreezeEndFalling
7EC154 sCustomLayer
7EC250 sCustomLayerMixerNode
7ECB90 sModel
7ECC9C sNode
7ECD98 fScale
7ED5F8 key
7ED7A4 element
7EDBDC key
7EDD88 element
7EE388 iRequiredFrostbiteLevel
7EE45C fFrostbiteLevelResetTime
7EE528 fAfterHitNoFrostbiteLevelResetTime
7EE5F4 sTimelineIdOnFrostbiteStart
7EE6C4 sTimelineIdOnFrostbiteStop
7EE79C bShouldDieWithDashMelee
7EE864 tBarelyIceInfo
7F18DC fFrostbiteColorR
7F1984 fFrostbiteColorG
7F1A24 fFrostbiteColorB
7F1AC8 fFrostbiteColorMinA
7F1B6C fFrostbiteColorMaxA
7F669C bInfiniteFrozenTime
7F9D7C sCollisionMaskToFreeze
7F9FD0 sCollisionTagsExcludedFromFreezing
7FA100 fPlatformDepth
7FA1D0 sIceCubeCharClass
7FA2B8 vIceCubeSize
8008A8 sModelResPath
802374 sModelResPath
802494 fScale
802538 fScaleRandom
8025D4 vRotation
802678 vRotationRandom
802718 fFXAttackLenght
8027C0 bUseInstances
802E84 sNode
802F3C sMaterialName
802FEC ePropertyName
803088 eStage
803544 sModelResPath
803664 fScale
803708 vRotation
8037A8 fInstanceLifeTime
803E74 sModelResPath
803F94 fScale
804038 fScaleRandom
8040D4 vRotation
804178 vRotationRandom
805EF0 sModelResPath
80E110 key
80E2BC element
80E6F4 key
80E8A0 element
80EF1C sFXPath
80F190 v3Position
80F368 v3Rotation
80F540 v3Scale
810130 vctFXInstances
8103B8 uPoolSize
81042C vScale
810538 sFXPath
813EF4 fDamage
8145C4 bAutoEnableGlow
814690 sGrappleDragWide
814EF0 fAdvanceSpeed
814FCC fRetractSpeed
815098 fMaxLength
81516C fMaxLengthToStartRetract
8157DC sIniFXId
8158B8 sEndFXId
815988 sGrappleFX
821904 fMagnetSurfaceMaxIntensityOnGrappleNotAllowed
8219DC sGrappleHelperColliderId
821B0C fGrappleHelperMaxSegmentLengthToUseCenter
823A20 sActionOnPull
8249DC sGrappleCollider
824B14 fGrappleMinAlignmentX
824BE8 sActionOnGrappleAttach
824D10 sActionOnPullStart
824E38 sActionOnPullAbort
824F60 sActionOnGrappleDetach
825E10 sGrappleCollider
826494 sOnDestructionLeftTimeline
8265CC sOnDestructionRightTimeline
826C9C sGrappleColliderNames
82931C sGrappleCollider
82B618 oActivatableObj
82E220 fDamageAmount
82E45C sDamageSource
82E54C fHeat
830A48 fDamageAmount
830B20 fHeat
830BF4 iSelectionMode
830D80 iSelectionInput
8326BC fCheckBackDefaultDistance
832794 fCheckBackAnalogDistance
832860 fCheckBackAnalogFallDistance
832930 fCheckBackHangDistance
8329F8 fTimeHitMissedModifierDuration
832ACC fVolumeHitMissedModifier
83559C fPowerBombMinTimeToStartCharge
835678 fNormalFireChargeMinTime
835744 fNormalFireChargeMaxTime
835814 fSPBFireChargeMinTime
8358DC fSPBFireChargeMaxTime
8359A8 fDiffusionFireChargeMinTime
835A70 fDiffusionFireChargeMaxTime
835B3C fIgnoreFireAfterChargeReleasedTime
8407C0 fDamageAmount
840894 fChargeDamageMult
84095C fMaximumHeat
840A2C fFractionOfHeatAddedPerShot
840AF4 fSlowDownFactor
840BC8 fFirstTimeChargeTime
840C94 fSingleFireChargeTime
840D64 fRepeatedlyFireChargeTime
840E34 fInterruptFireChargeTime
847830 fDamageAmount
847904 fHeat
848510 fDamageAmount
84874C sDamageSource
84883C fHeat
849DAC fDamageAmount
849FE8 sDamageSource
84A118 iMissilesPerShot
84A1BC fHeat
84A28C bSwarmMode
84A32C bMachineGunMode
84C108 fHeat
84C1E4 fFractionOfHeatAddedPerShot
84E014 fDamageAmount
84E0E8 fHeat
84E1B8 fTimeInInitialSpeedInGrab
84E260 fTimeToReachSpeedInGrab
84E2FC fRateOfFireInGrab
84EFE0 fDamageAmount
84F0B4 fChargeDamageMult
84F17C fMaximumHeat
84F24C fFractionOfHeatAddedPerShot
84F314 fDiffusionRadius
850BD4 fDamageAmount
850CA8 fChargeDamageMult
850D70 fMaximumHeat
850E40 fFractionOfHeatAddedPerShot
850F08 fDiffusionRadius
850FAC fWideTime
853968 fDamageAmount
853BA4 sDamageSource
853C94 fHeat
855534 sSpinAttackFX
855610 sScrewAttackFX
855980 fScrewAttackDamage
855A58 fBurstChargeBeamActiveTime
855B24 fBurstChargeBeamIdleActiveTimeFactor
855BF8 fBurstChargeBeamInitialBurstTime
85B0EC fDamageAmount
85B1C0 fChargeDamageMult
85B288 fMaximumHeat
85B358 fFractionOfHeatAddedPerShot
85D144 fDamageAmount
85D218 fHeat
8650A4 fDamageAmount
865178 fChargeDamageMult
865240 fMaximumHeat
865310 fFractionOfHeatAddedPerShot
8653D8 fDiffusionRadius
866484 fDamageAmount
866558 fChargeDamageMult
866620 fPerpendicularOffsetSize
8666F0 fBackwardCheckLenght
8667B4 fForwardCheckLenght
867A78 sFunction
867B54 fHeatRecoveredPerSecond
867C24 fTimeToStartHeatRecover
867CC4 fHeatIncrementFactor
867D90 fMaxRGBColor
867E5C fStartEmmitingParticlesOnHeat
867F24 fStopEmmitingParticlesOnCooldown
86E6B4 bInputIgnored
86EAB0 iWalkInputMode
86EB58 fNoWalkMusicVolume
86EBF8 fWalkMusicVolume
86EC98 fNoWalkEnvironmentVolume
86ED38 fWalkEnvironmentVolume
86EDE0 fWalkSamusMovementVolume
86EE88 bWalkEmmySoundReverb
86EF28 iInputPreset
874DB4 sActivateAction
874EC0 sDeactivateAction
874FBC bScalePlayRate
87505C bDisableOnActivatedOnDeattachActor
8774AC fInitialPlayRate
877588 fActivationTime
8783A8 vTargetToLink
878420 vHidderLink
87A124 sFX_wind
87A220 sFX_hurricane
87A72C fWindLength
87A980 fHurricaneLength
87ABD0 fBarrierLength
87AE28 fWidth
87B078 fParticleScale
87F9E0 fMaxTimeActivate
880054 vMultiLockOnPoints
882010 wpMultiLockOnBlock
882944 fTimeShootSequence
882A18 fTimeRepositioningEntities
882AE0 fTimeToAccelerateCannon
882BAC fMinCannonActionPlayRate
882C74 fMaxCannonActionPlayRate
882D40 sCannonActionPlayRateEasingFunction
8833A4 fExpelImpulseSize
883478 fInputIgnoreTimeAfterExpelling
883540 fFrictionIgnoreTimeAfterExpelling
883A34 wpLauncherExit
883AE0 sTravellingAction
883C14 bManualActivation
887368 vExpelDirection
88743C fExpelImpulseSize
887504 fInputIgnoreTimeAfterExpelling
8875D0 fFrictionIgnoreTimeAfterExpelling
88769C bWantsRelocationAndExpelImpulse
887768 bWantsAutomaticOpenOnStartLaunchProcess
887FDC fTimeToRetract
888088 fRetractedTime
8883D8 fAlertTimeToRetract
888484 fRetractedTimeToRelax
88B27C fVolumeMin
88B324 fDecreaseVolumeFactor
88B3C4 fPitchMin
88BA0C fActivationTime
88BAE4 fTimePerShot
88BD6C pActivatable
88BE14 sIdActivation
88C300 key
88C4AC element
88C8E4 key
88CA90 element
88D0A8 fInitialAccumulatedTime
88D19C fActivationTime
88D284 fTimePerShot
88D374 vTargetsToActivate
88D43C vTargetsToDeactivate
88D4FC sOnUseEntityTimeline
88D604 wpAtmosphereEntity
88D69C vEntitiesActivatabledOnEvent
88D70C vEntitiesDeactivatabledOnEvent
894B98 wpOtherActivator
894C40 wpWaterNozzle
896824 wpSpbSprpPlatform
8968CC vTargetsToActivate
89698C vTargetsToDeactivate
896A50 wpPoolPlatform
898F68 fDefaultDamage
899040 sFX_init
899130 sFX_end
89921C sFX_1_1
899308 sFX_1_2
8993F4 sFX_1_3
8994E0 sFX_1_4
8995CC sFX_1_5
8996B8 bSteamOnly
899A38 fDelayStart
899C94 fDamage
899EEC fLength
89A13C fWidth
89A228 fOnTime
89A314 fOffTime
89A3FC fOnOffTime
89A658 fParticleScale
89A8AC bCrossingAllowed
89AAB0 bForceReactionDirection
89ACB8 vReactionDirection
89AD5C wpNextSteamJet
89E188 fNozzleHeightOffset
89E69C fStopWaterJetDelayTime
89ED18 wpWaterPool
8A0D88 sLandmarkID
8A2674 oActivatableObj
8A271C sState
8A2C08 key
8A2DB4 element
8A31EC key
8A3398 element
8A39B0 fDisplaceDist
8A3AC4 vActivatables
8A3B34 sAnimationId
8AB724 oDamageSourceFactor
8AB7A0 bDestroyOnDead
8AB840 fInitialDamageFactor
8AB8E0 fInitialDamageFactorTime
8AC234 fTimeToWin
8AC2E0 fImpactedPlayRate
8AC7B4 sActivatableObjAnim
8AC890 sActivatableObjAnimRelax
8ACE64 oDamageSourceFactor
8ACEDC iHitCount
8ACF4C fTimeAfterHuskDestroyed
8ACFBC fTimeAfterFirstHit
8AD02C fTimeMaterialExplosive
8AD09C fTimeAfterDiffuseHuskDestroyed
8AD10C eDemolitionPhase
8AD17C bHuskInitiallyRemoved
8AD1EC sCameraFXPresetHusk
8AD2D8 sCameraFXPresetOnImpact
8AD3C4 sCameraFXPresetOnDead
8AE140 fMinTimeClosed
8AE370 fMaxDistanceOpened
8AE5A4 bUsesPresenceDetection
8AE7D4 bPresenceOpenEnabled
8AEA04 bUseDoorLockOnLocked
8AEC34 vDefaultLightColor
8AEE50 vBlockLightColor
8AF070 bVerticalDimensionInFrustum
8AF2A0 bHorizontalDimensionInFrustum
8AF4D0 bUseHeatDeviceActivation
8AF700 bStartOpened
8B1404 bDisolveByMaterial
8B14AC fTimeToStartDisolve
8B154C eDoorShieldType
8B1A14 oDamageSourceFactor
8B1A90 bShouldDieWithPowerBomb
8B1B30 fDamageFXTime
8B1BD4 fMinTimeBetweenDamageSoundCallback
8B1C7C fMaxTimeBetweenDamageSoundCallback
8B1D24 bIgnoreRotateToInstigator
8B1DC4 bShowLifeBar
8B1E60 vLifeBarOffset
8B1F04 sDamageTimeline
8B2008 sDamageSFXTimeline
8B2108 bDashMeleeAppliesNonLethalDamage
8B280C oDamageSourceFactor
8B2884 iHitCount
8B2DC8 fLifeArachnus
8B2E78 fLifeArmadigger
8B2F1C fLifeAutclast
8B3104 fLifeAutector
8B32E0 fLifeAutomper
8B3384 fLifeAutool
8B3554 fLifeAutsharp
8B35F8 fLifeAutsniper
8B369C fLifeBatalloon
8B3828 fLifeBigFist
8B3A00 fLifeBigkranX
8B3BD4 fLifeBlindFly
8B3C74 fLifeCaterzilla
8B3D18 fLifeCentralUnitArmorCaves
8B3DBC fLifeCentralUnitArmorForest
8B3E64 fLifeCentralUnitArmorLaboratory
8B3F04 fLifeCentralUnitArmorMagma
8B3FA4 fLifeCentralUnitArmorPlaceholder
8B4044 fLifeCentralUnitArmorSanctuary
8B40EC fLifeCentralUnitCaves
8B418C fLifeCentralUnitForest
8B4234 fLifeCentralUnitLaboratory
8B42D4 fLifeCentralUnitMagma
8B4378 fLifeCentralUnitPlaceholder
8B441C fLifeCentralUnitSanctuary
8B44BC fLifeChozoCommander
8B4560 fLifeChozoCommanderEnergyShards
8B4604 fLifeChozoCommanderSentenceSphere
8B46A4 fLifeChozoCommanderStage1
8B4744 fLifeChozoCommanderStage2
8B47EC fLifeChozoRobotSoldier
8B4984 fLifeChozoRobotSoldierAlternative
8B4A28 fLifeChozoWarrior
8B4AC8 fLifeChozoWarriorElite
8B4B6C fLifeChozoWarriorWeak
8B4C0C fLifeChozoWarriorX
8B4CA8 fLifeChozoWarriorXElite
8B4D4C fLifeChozoWarriorXWeak
8B4DE8 fLifeChozoZombieX
8B4E90 fLifeCooldownXBoss
8B4F34 fLifeCooldownXBossFireBall
8B4FD4 fLifeCooldownXBossWeakPoint
8B5074 fLifeCoreX
8B511C fLifeCoreXSuperQuetzoa
8B51C0 fLifeDaivo
8B5264 fLifeDaivoSwarm
8B5300 fLifeDepthorn
8B53A0 fLifeDizzean
8B5440 fLifeDredhed
8B54E0 fLifeDropter
8B557C fLifeDummy
8B5620 fLifeEmmy
8B56C4 fLifeFing
8B5768 fLifeFulmite
8B5804 fLifeFulmiteBellyMine
8B58A8 fLifeGobbler
8B5944 fLifeGobblerChozoWarriorX
8B59E4 fLifeGobblerCooldownX
8B5A80 fLifeGobblerHydrogiga
8B5B20 fLifeGobblerKraid
8B5BBC fLifeGobblerScorpius
8B5C5C fLifeGobblerSuperGoliath
8B5CF8 fLifeGobblerSuperQuetzoa
8B5D9C fLifeGoliath
8B5F18 fLifeGoliathX
8B5FC4 fLifeGooplot
8B6198 fLifeGooshocker
8B6378 fLifeGroundShocker
8B6500 fLifeHecathon
8B6694 fLifeHydrogiga
8B6828 fLifeHydrogigaBlockingTentacle
8B68CC fLifeHydrogigaPolyps
8B696C fLifeIceflea
8B6A10 fLifeInfester
8B6AAC fLifeInfesterBall
8B6B4C fLifeKlaida
8B6BEC fLifeKraid
8B6C94 fLifeKraidAcidBlobs
8B6D34 fLifeKraidBouncingCreatures
8B6DD4 fLifeKraidNail
8B6E74 fLifeKraidStage1
8B6F18 fLifeKreep
8B6FB4 fLifeMagnetHusk
8B7058 fLifeNailong
8B70F4 fLifeNailugger
8B719C fLifeObsydomithon
8B7324 fLifeOmnithon
8B74B8 fLifePoisonFly
8B7690 fLifeQuetshocker
8B7820 fLifeQuetshockerEnergyWave
8B78C0 fLifeQuetzoa
8B7A4C fLifeQuetzoaX
8B7AF4 fLifeRedenki
8B7B94 fLifeRinka
8B7C34 fLifeRinkaCaves
8B7CD8 fLifeRinkaForest
8B7D74 fLifeRinkaLab
8B7E14 fLifeRinkaMagma
8B7EB0 fLifeRinkaSanc
8B7F54 fLifeRockDiver
8B7FF0 fLifeRodomithonX
8B8098 fLifeRodotuk
8B8220 fLifeSabotoru
8B82C8 fLifeSakai
8B8364 fLifeSclawk
8B8408 fLifeScorpius
8B85E8 fLifeScorpiusSpit
8B868C fLifeScorpiusStage1
8B8728 fLifeScorpiusTail
8B87CC fLifeScorpiusTailPhase3
8B8868 fLifeScourge
8B8908 fLifeShakernaut
8B89AC fLifeSharpaw
8B8A4C fLifeShelmit
8B8AEC fLifeShelmitNaked
8B8B8C fLifeShineon
8B8C28 fLifeSlidle
8B8CCC fLifeSlugger
8B8D6C fLifeSluggerAcidBall
8B8E0C fLifeSpitclawk
8B8EAC fLifeSpittail
8B8F4C fLifeSunnap
8B8FEC fLifeSwarmer
8B9090 fLifeSwifter
8B912C fLifeTakumaku
8B91CC fLifeVulkran
8B9268 fLifeWarLotus
8B930C fLifeXParasite
8B93A8 fLifeYampa
8B9448 fLifeYamplotX
8B94E8 fLifeYojimbee
8B9C28 sLife
8B9D04 sImpactAnim
8B9DCC sImpactBackAnim
8B9E98 sDeadAnim
8B9F60 sDeadBackAnim
8BA02C sDeadAirAnim
8BA0F4 sDeadAirBackAnim
8BA1C0 sDeadMeleeAnim
8BA288 sDeadNoInstigatorAnim
8BA358 bDisableCollidersOnDead
8BAE88 wpIntroductionCutScenePlayer
8BAF30 wpDeathCutScenePlayer
8BF6BC fPowerBeamFactor
8BF768 fWideBeamFactor
8BF804 fPlasmaBeamFactor
8BF8A8 fWaveBeamFactor
8BF944 fGrappleBeamFactor
8BF9E8 fHyperBeamFactor
8BFA84 fChargePowerBeamFactor
8BFB28 fChargeWideBeamFactor
8BFBC4 fChargePlasmaBeamFactor
8BFC68 fChargeWaveBeamFactor
8BFD04 fMeleeChargePowerBeamFactor
8BFDA8 fMeleeChargeWideBeamFactor
8BFE44 fMeleeChargePlasmaBeamFactor
8BFEE8 fMeleeChargeWaveBeamFactor
8BFF84 fMissileFactor
8C0028 fSuperMissileFactor
8C00C4 fIceMissileFactor
8C0168 fMultiLockonMissileFactor
8C0204 fBombFactor
8C02A8 fLineBombFactor
8C0344 fPowerBombFactor
8C03E8 fScrewAttackFactor
8C0484 fDashMeleeFactor
8C0528 fSpeedBoosterFactor
8C05C4 fShineSparkFactor
8C13B0 oActivatableObjController
8C2304 wpOtherBlock
8C7044 eMode
8C8BD8 fMaxDistanceOpened
8C8CB4 wpLeftDoorShieldEntity
8C8D50 wpRightDoorShieldEntity
8C8F50 fMinTimeOpened
8C9184 bStayOpen
8C9250 bStartOpened
8C9318 bOnBlackOutOpened
8C93E4 bDoorIsWet
8C94B0 bFrozenDuringColdown
8C96D8 iAreaLeft
8C9908 iAreaRight
8C99D4 aVignettes
8CA1D0 sShieldEntity
8CAE44 fPhaseDisplacementFactorOverride
8CAF24 fOneWayDoorCloseDistance
8CB018 fIceBlockOffSet
8CB248 bForceAllDoorsOpened
8DB830 fDamageFXTime
8DB90C sDamageSound
8DB9DC sKillSound
8DBAAC eColor
8E2110 wpCheckPointEntity
8E21B8 sPowerupNameLabelID
8E470C sLightsDefPath
8E48EC bOverrideDisableInEditor
8E7F84 vDir
8E8200 fAnimFrame
8E83D4 bCastShadows
8E9B90 vLightPos
8E9D64 fIntensity
8E9F38 fVIntensity
8EA10C fFIntensity
8EA2E4 vAmbient
8EA4BC vDiffuse
8EA6C8 vSpecular0
8EA8A0 vSpecular1
8EAA74 bVertexLight
8EAC4C eLightPreset
8EAE24 vLightPresetParams
8EAFF8 bSubstractive
8EB1CC bUseFaceCull
8EB3A0 bUseSpecular
8ED850 fAttMin
8EDAC8 fAttMax
8EDD40 fAttConstantFactor
8EDF68 fAttQuadraticFactor
8EE190 bCastShadows
8EE364 bStaticShadows
8EE538 fShadowScl
8F0338 vDir
8F0568 fSegmentLength
8F0770 fAttMin
8F09E4 fAttMax
8F0C5C fAttConstantFactor
8F0E84 fAttQuadraticFactor
8F2F70 fAttMin
8F31E8 fAttMax
8F3460 fAttIn
8F3668 fAttOut
8F3870 fAttConstantFactor
8F3A98 fAttQuadraticFactor
8F3CC8 vDir
8F3F1C fAnimFrame
8F40F0 bCastShadows
8F42C8 vShadowNearFar
8F44CC fShadowBias
8F46FC bStaticShadows
8F48D0 fShadowScl
8F4B28 bHasProjectorTexture
8F4D00 sTexturePath
8F4ED8 vProjectorUVScroll
8F86EC fDamagePerTime
8F8798 fInBetweenDamageTime
8F8838 fInitTimeDamageIncrease
8F88D8 fDamageIncreaseAmount
8F8974 fMaxDamage
8F8A18 sLevelChangeEasingFunction
8F8D00 fDamagePerTime
8F8DAC fInBetweenDamageTime
8F8E4C fInitTimeDamageIncrease
8F8EEC fDamageIncreaseAmount
8F8F88 fMaxDamage
8F92D8 oConfig
8F9350 fChangeTime
8FBAFC sLiquidMaterial0
8FBBF8 sLiquidMaterial1
8FBCE4 sSolidMaterial0
8FBDD0 sSolidMaterial1
8FC2DC sModelPath
8FC3D4 eLowPassFilter
8FC474 eReverb
8FCACC key
8FCC78 element
8FD0B0 key
8FD25C element
90413C fDamagePerTime
9041E4 fInBetweenDamageTime
904280 fInitTimeDamageIncrease
904320 fDamageIncreaseAmount
9043BC fMaxDamage
90470C vWaterLevelChanges
904784 tFloatingEntities
9047F4 sOnActivatedLuaCallback
9048F8 bChangedLevelOnCooldownEvent
90499C vFloatingEntities
904C30 wpFloatingEntity
904CA8 fLevelStopFloating
9051C4 key
905370 element
9057A8 key
905954 element
90C0A4 vLookAt
90CB6C vLogicActions
90DE58 rLogicCamera
90FC28 logicPath
91057C pLogicShape
910708 bWantsToGenerateNavMeshEdges
910FD0 key
91117C element
9115B4 key
911760 element
914EAC wpBackGorundPipesEntity
914F54 wpPistonEntity
917BAC wpReferenceEntity
918C44 bFreezeOnFinish
918D18 bActiveRailCameraOnFinish
918DE0 fMinMovementPercentToForceContinueMovingOnStopHang
91931C fMovementMultiplierUnderwater
919430 fWaterLevelToSlowDownBeforeUnderwater
9194D4 fWaterLevelToConsiderUnderwater
91957C fTimeToMatchMovementMultiplierGoingBackToStartUnderwater
919624 fTimeToMatchMovementMultiplierSlowingDown
919B44 lstLinkedMagnetSlidingBlocks
91A984 lstAttachedZiplines
91B390 fTimePreparingToOpen
91B464 fTimeToCompleteMovementTowardsEnd
91B52C fTimeToCompleteMovementTowardsStart
91B5F8 bContinueMovingOnStopHang
91B6C4 wpRail
91B764 wpDoorOpeningOnAnimatedCamera
91B7FC fTotalMetersToMoveY
91B908 fTimeToOpen
91BA04 bAutoOpenAfterPreparing
920D04 sHuskName
920DF8 sBrokenHuskName
9211B0 fTimeToRespawn
92125C fTimeToRespawnAfterMagnet
925814 bAutoLockOnMelee
9258B4 sMeleeKillFX
925958 sMeleeKillSound
9263EC sBlockSyncFX
930B14 fZoomMinDistCamZ
930BC0 fZoomMaxDistCamZ
930C64 fZoomMinCamDistToApplyOffsetX
930D08 fEmmyPhase1ChaseMinEmmyDist
930DA4 fEmmyPhase1ChaseMaxEmmyDist
930E4C fEmmyPhase1ChaseMinEmmyDistCamZ
930EE8 fEmmyPhase1ChaseMaxEmmyDistCamZ
930F88 fEmmyPhase1NoChaseMinEmmyDist
931024 fEmmyPhase1NoChaseMaxEmmyDist
9310C4 fEmmyPhase1NoChaseMinEmmyDistCamZ
931164 fEmmyPhase1NoChaseMaxEmmyDistCamZ
931204 fEmmyPhase2MinEmmyDist
9312A0 fEmmyPhase2MaxEmmyDist
931340 fEmmyPhase2MinEmmyDistCamZ
